video_id,author,comment,Unnamed: 3,model_label,model_confidence,prob_negative,prob_neutral,prob_positive,confidence_level,uncertainty,human_label,verified,verification_notes
O2xb1lVqUv4,@NusantaraAntara-y8u,"Ekosistem iPhone (atau Apple secara keseluruhan) adalah jaringan terintegrasi yang terdiri dari perangkat keras (iPhone, iPad, Mac, Apple Watch, dll.), perangkat lunak (sistem operasi dan aplikasi), dan layanan (iCloud, iMessage, dll.) yang saling bekerja sama secara mulus untuk memberikan pengalaman pengguna yang terhubung dan efisien. Ini memungkinkan fungsi seperti menyalin di satu perangkat dan menempel di perangkat lain, mentransfer file secara instan, dan menerima notifikasi di semua perangkat, menciptakan pengalaman yang kohesif dan sulit untuk ditinggalkan. ??",,0,0.362188775,0.362188775,0.3571498,0.280661425,low,0.637811225,2,TRUE,
9-poYwCZxDQ,@sahlan266,"Bang backsound lu enak banget, berasa kembali ke jaman symbian",,0,0.363131542,0.363131542,0.35358818,0.283280278,low,0.636868458,2,TRUE,
9-poYwCZxDQ,@akunplay-h6q,ttp nonton walaupun blm bisa kebeli ?,,2,0.365589694,0.309396644,0.325013661,0.365589694,low,0.634410306,2,TRUE,
9-poYwCZxDQ,@Relin-m6c,Aku menunggu Iphone 18 Pro Max,,0,0.366911917,0.366911917,0.323009237,0.310078846,low,0.633088083,1,TRUE,
9-poYwCZxDQ,@nevermind6969,Unboxing jujur??,,1,0.367746604,0.275536998,0.367746604,0.356716398,low,0.632253396,1,TRUE,
9-poYwCZxDQ,@Hyunji,Ini diaa akhirnya,,1,0.367981771,0.30672944,0.367981771,0.325288789,low,0.632018229,1,TRUE,
9-poYwCZxDQ,@BarBarEXE,"Ok gw tunggu oktober, awal bulan kan rilisnya?",,0,0.368833173,0.368833173,0.319086258,0.31208057,low,0.631166827,2,TRUE,
9-poYwCZxDQ,@budijuliano7921,Kasian yg beli ip16 yg baru beberapa bulan lalu karna lama masuk ke indo pas udah punya eh keluar ip17 harganya sama tapi speknya langsung berasa jadul kamrea layar dan os??,,0,0.369616635,0.369616635,0.356861089,0.273522276,low,0.630383365,1,TRUE,
9-poYwCZxDQ,@aldiriadi6838,kapan ye kebeli ip??,,0,0.375117376,0.375117376,0.341131394,0.28375123,low,0.624882624,1,TRUE,
9-poYwCZxDQ,@fadlifirdaus1767,orange seperti warna sony ericsson walkman ??,,2,0.376150502,0.283114825,0.340734673,0.376150502,low,0.623849498,1,TRUE,
9-poYwCZxDQ,@abbybaok,"Di Threads dan X, banyak kali keluhan pengguna iOS 26 dan keluhan iPhone17",,2,0.377612797,0.369657452,0.252729751,0.377612797,low,0.622387203,0,TRUE,
9-poYwCZxDQ,@sosisbakar7810,"Mau protes nih aku.<br><br>Kok di channel ini, 60fps selalu beda rasa dengan channel lain. Rasanya kek 30fps yang di-render pakai teknik duplikat frame.",,1,0.3777132,0.353722289,0.3777132,0.268564511,low,0.6222868,1,TRUE,
9-poYwCZxDQ,@zaimmuhammad3880,Ahirnya 120Hz??????,,0,0.377916877,0.377916877,0.266191744,0.355891379,low,0.622083123,2,TRUE,
O2xb1lVqUv4,@artroom5192,Xiaomi ekosistemnya juga bagus dari mobil tivi leptop speaker ac cctv lampu LED mesin cuci robot penyapu lantan dan perangkat rumah tangga lainya,,0,0.378465109,0.378465109,0.246151047,0.375383844,low,0.621534891,0,TRUE,
9-poYwCZxDQ,@TukangCukur731,Nunggu banyak diskon aja nanti sabar dulu kalau mau beli ??,,2,0.379839055,0.326750534,0.29341041,0.379839055,low,0.620160945,1,TRUE,
O2xb1lVqUv4,@extracuap,saya bisa beli tapi tidak pernah mau beli.... not worth it,,2,0.380159199,0.359668178,0.260172623,0.380159199,low,0.619840801,0,TRUE,
O2xb1lVqUv4,@wesandra,"Ke malaysia saja ongkos murah ??, apalagi org riau",,0,0.381004194,0.381004194,0.260156683,0.358839123,low,0.618995806,1,TRUE,
9-poYwCZxDQ,@lutfifauzi9123,B aja kurang menarik,,0,0.381875607,0.381875607,0.31365651,0.304467883,low,0.618124393,0,TRUE,
9-poYwCZxDQ,@BrendiBernadya,Knp kok gak beli iPhone 17 air bang?,,0,0.386420748,0.386420748,0.31599097,0.297588282,low,0.613579252,1,TRUE,
9-poYwCZxDQ,@muhammadirfanzikrullah806,"mana baru beli 16 lagi, eh keluar ini??",,1,0.386887237,0.299820069,0.386887237,0.313292695,low,0.613112763,1,TRUE,
9-poYwCZxDQ,@madadareel541,Ga pernah kebayang gue punya hp ini.,,1,0.387750103,0.261078849,0.387750103,0.351171048,low,0.612249897,1,TRUE,
9-poYwCZxDQ,@dansiebrand3475,Guys 15 pro / 16 pro masih worth it ga sih klo beli sekarang?,,0,0.388786037,0.388786037,0.235390651,0.375823312,low,0.611213963,1,TRUE,
9-poYwCZxDQ,@agusteywong,Ipone Jamet,,2,0.388822725,0.321450734,0.289726541,0.388822725,low,0.611177275,0,TRUE,
9-poYwCZxDQ,@muhammadisazain6410,"Bahkan bahasa Malaysia uda ada di box, Indonesia apple store aja blom ada????",,0,0.389517555,0.389517555,0.229447105,0.38103534,low,0.610482445,0,TRUE,
9-poYwCZxDQ,@rizkysenja4964,gimana udah senang versi 17 regular udah 120hz?,,1,0.389822961,0.307709126,0.389822961,0.302467913,low,0.610177039,1,TRUE,
9-poYwCZxDQ,@RatihPurnamasari-yq9rq,Ipone 16 pro menang,,2,0.389837477,0.385336581,0.224825942,0.389837477,low,0.610162523,2,TRUE,
9-poYwCZxDQ,@habibifadhilm,Titip auto rame nih,,1,0.391725136,0.356424283,0.391725136,0.251850581,low,0.608274864,1,TRUE,
9-poYwCZxDQ,@RendiBalsama,jadi hp ini update tema sama kmera doang??,,1,0.393072069,0.28610739,0.393072069,0.320820542,low,0.606927931,0,TRUE,
9-poYwCZxDQ,@Ransdiecast,Bismillah semoga kaya raya amiiiiiiin,,2,0.393731002,0.28329718,0.322971818,0.393731002,low,0.606268998,2,TRUE,
9-poYwCZxDQ,@kadalbuntung2,Michat makin rame nih ??,,0,0.393978215,0.393978215,0.242487652,0.363534133,low,0.606021785,0,TRUE,
9-poYwCZxDQ,@ilovejapanesse,I phone ? I orange?,,0,0.394027703,0.394027703,0.325814435,0.280157862,low,0.605972297,1,TRUE,
O2xb1lVqUv4,@people_likeOutdoor,"Ekosistem Xiaomi juga bagus, Dari kebutuhan rumah, kebutuhan kerja.",,0,0.396121562,0.396121562,0.225835995,0.378042443,low,0.603878438,0,TRUE,
O2xb1lVqUv4,@thejayus4048,teknologi mudah ditiru .. dan mudah juga dilupakan ...,,2,0.396412906,0.231113329,0.372473765,0.396412906,low,0.603587094,0,TRUE,
O2xb1lVqUv4,@UncleSwa,Saya tinggal di Hkorang hk mayoritas pengguna iphone<br>Bahkan orang  cina daratan yang holiday ke hk mayoritas pengguna iphone ??????,,0,0.400830324,0.400830324,0.23459667,0.364573007,low,0.599169676,1,TRUE,
9-poYwCZxDQ,@kurosu4364,"yg pro ga menarik, mending ip 17 reguler ??<br>dari 60hz ke 120hz sangat berasa",,1,0.40183945,0.340552872,0.40183945,0.257607678,low,0.59816055,2,TRUE,
9-poYwCZxDQ,@johnnydown18,sang raja terakhir baru upload iphone 17 series,,0,0.402564921,0.402564921,0.341632107,0.255802972,low,0.597435079,1,TRUE,
O2xb1lVqUv4,@wbyanny2624,iohone skrg lbh rentan rusak setelah ip xr tercelup air mati total lalu ip12 kwna ic wifi sampe ber minggu&quot; ga selasai masalahnya... sy penguna iphone dr ip5 sampe ip12 dan ga niat lg krn setiap rusak makan waktu ber bulan&quot; dan batere selalu cepat habis dan panas,,2,0.402809379,0.346296296,0.250894325,0.402809379,low,0.597190621,0,TRUE,
9-poYwCZxDQ,@Nanogat,mamam nih 120hz ??,,2,0.40339034,0.286098162,0.310511499,0.40339034,low,0.59660966,2,TRUE,
O2xb1lVqUv4,@sawalawal4076,"klw sy mau beli iphone 17, mending yg pro dan pro max sekalian, modelnya bs dibedakan. klw yg standar rugi, krn uda sama dgn iphone 16 modelnya haha",,0,0.404516688,0.404516688,0.199545229,0.395938082,low,0.595483312,1,TRUE,
9-poYwCZxDQ,@No.V312,Iphone17 warna hijau sange?,,2,0.405884671,0.370397663,0.223717665,0.405884671,low,0.594115329,1,TRUE,
9-poYwCZxDQ,@banglana9888,Warna bitcoin,,2,0.405884671,0.370397663,0.223717665,0.405884671,low,0.594115329,1,TRUE,
9-poYwCZxDQ,@countryboys2741,Warna BITCOIN,,2,0.405884671,0.370397663,0.223717665,0.405884671,low,0.594115329,1,TRUE,
9-poYwCZxDQ,@desirahma6552,Aku preorder di website apple belanda dan baru dikirim bulan depan??,,0,0.406151007,0.406151007,0.200068343,0.39378065,low,0.593848993,1,TRUE,
9-poYwCZxDQ,@naufalafterlife,ini yg colab sama india gasih developernya ?,,0,0.407310682,0.407310682,0.243567611,0.349121706,low,0.592689318,1,TRUE,
9-poYwCZxDQ,@ardhaao,"salfok aplikasi kopi kenangan, saya sebagai ikut senang reviewwer hp andalan tenyata suka kopi kenangan",,0,0.407758673,0.407758673,0.367202666,0.225038661,low,0.592241327,1,TRUE,
9-poYwCZxDQ,@jumari2424,Dah rame aja,,2,0.408234452,0.393981337,0.197784211,0.408234452,low,0.591765548,2,TRUE,
9-poYwCZxDQ,@Evan121212,"Cuma david yang review ipone 17 paling terakhir tp view langsung jutaan,yang lain sampe ke jepang,thailand,singapur dll viewnya rendah semuaa ??",,1,0.408515721,0.40282772,0.408515721,0.188656559,low,0.591484279,1,TRUE,
9-poYwCZxDQ,@doniokong,Pajaknya wow wow,,0,0.408763054,0.408763054,0.233977304,0.357259642,low,0.591236946,0,TRUE,
9-poYwCZxDQ,@SoraKT,Bersyukurrr Bisa nonton nih iphone 17 pakek samsung S23FE??,,1,0.409237049,0.280479875,0.409237049,0.310283076,low,0.590762951,1,TRUE,
9-poYwCZxDQ,@dymasrp4377,Emg mantap buatan Us,,2,0.409329559,0.261686378,0.328984063,0.409329559,low,0.590670441,2,TRUE,
O2xb1lVqUv4,@bsblitar4208,Kloninganya sudah melampaui,,0,0.410719957,0.410719957,0.230856179,0.358423864,low,0.589280043,1,TRUE,
9-poYwCZxDQ,@abdillahdaulay7622,16 pro ?,,0,0.410993388,0.410993388,0.189200154,0.399806458,low,0.589006612,1,TRUE,
9-poYwCZxDQ,@TrisWS-bq3wz,Hayoo..masih mau beli iPhone? Hahaha...!!!,,1,0.411430865,0.373080639,0.411430865,0.215488496,low,0.588569135,0,TRUE,
9-poYwCZxDQ,@garam_302,Gw si udah merasa cukup banget udah punya IP 16 pro,,0,0.413541911,0.413541911,0.186450836,0.400007252,low,0.586458089,0,TRUE,
9-poYwCZxDQ,@ichsanichsan9987,"Ga apa2 jujur aja, foto yg 16 pro lebih bagus dari 17 pro. Paling nanti jadi kurang laku dipasaran....??",,2,0.413985753,0.40711614,0.178898106,0.413985753,low,0.586014247,0,TRUE,
9-poYwCZxDQ,@AGUSKURNIAWAN-boy,tetep aja pebih memikat the king samsung dong ???,,2,0.414462244,0.19356182,0.391975936,0.414462244,low,0.585537756,0,TRUE,
O2xb1lVqUv4,@HelmyYahyaBicara,jadi kalian bakal beli iPhone 17 gak?,,2,0.414527323,0.391966576,0.193506101,0.414527323,low,0.585472677,1,TRUE,
9-poYwCZxDQ,@AgungIman,Buset dah ada iphone 17 aja yak...<br>Cepet banget dah setahun ??,,2,0.414580231,0.39459091,0.190828859,0.414580231,low,0.585419769,1,TRUE,
9-poYwCZxDQ,@dustinputra172,"bukan mau ngejelek jelekin atau gimana tapi kalau menurut gua Iphone 17 pro dari segi spek emang bagus dan ada peningkatan. tapi kalau dari segi design jujur kureng banget sih, baik dari bentuk dan juga warnanya",,2,0.416284796,0.393950833,0.189764372,0.416284796,low,0.583715204,0,TRUE,
9-poYwCZxDQ,@vhyscarlett,"Sambil makan siang, liat 17 pake 16?? bnyk yg bilang g worth it kalo mau upgrade ke 17 dr 16",,0,0.416492374,0.416492374,0.408242746,0.17526488,low,0.583507626,0,TRUE,
9-poYwCZxDQ,@Xyz-m3w7w,"Dah hidup ga perlu nurutin gengsi, klo dikasih ip 17 ttp nerima ya g si???",,2,0.417499601,0.37895117,0.203549229,0.417499601,low,0.582500399,2,TRUE,
O2xb1lVqUv4,@Dvil666,"Ga bagus ah...hp china lambat2 semua sistemnya.... ngelag,jauh banget di banding iphone... mau huawei mau xiaomi,tetap aja delay....",,0,0.417946243,0.417946243,0.194178242,0.387875515,low,0.582053757,2,TRUE,
9-poYwCZxDQ,@joninugros,"konten nya mantap , dari sekian banyak YouTubers menurut ku yang paling mantab reviewer nya cuma David",,0,0.418147164,0.418147164,0.193163059,0.388689777,low,0.581852836,2,TRUE,
O2xb1lVqUv4,@Profesionaltrade,Indonesia ngapain sih dari dulu,,2,0.418783733,0.392828187,0.18838808,0.418783733,low,0.581216267,0,TRUE,
9-poYwCZxDQ,@ferlyhansyah9621,Jadi ragu beli iphone 17 pro ????,,2,0.418943162,0.382187317,0.198869521,0.418943162,low,0.581056838,0,TRUE,
9-poYwCZxDQ,@DezaBilqis,rencana besok mau beli 17pro jd saya liat dulu rekomendasi dari gadgetin biar ngehayal ku lebih beralasan ??,,0,0.419188989,0.419188989,0.25072012,0.33009089,low,0.580811011,2,TRUE,
9-poYwCZxDQ,@ekah-q8k,penasaran sama iphone airnya,,1,0.419195904,0.364938631,0.419195904,0.215865465,low,0.580804096,2,TRUE,
9-poYwCZxDQ,@ArtbyMputrif,Warna orange nya malah ngingetin Sony Ericsson tipe walkman.,,0,0.419317368,0.419317368,0.311840678,0.268841954,low,0.580682632,1,TRUE,
9-poYwCZxDQ,@riyadicobra123,Bagus iPhone 17 pro max??,,2,0.419549931,0.385024377,0.195425692,0.419549931,low,0.580450069,2,TRUE,
9-poYwCZxDQ,@MAENALUS7,"Coc TH 17 ,IPHONE 17 ???",,2,0.419738081,0.383958551,0.196303368,0.419738081,low,0.580261919,1,TRUE,
9-poYwCZxDQ,@feryzalkasande780,Aku pengguna Samsung liat iphone kek biasa aja,,2,0.419921062,0.392572502,0.187506436,0.419921062,low,0.580078938,0,TRUE,
9-poYwCZxDQ,@jasongavrielyd,Kak boleh ga buat aku 1??,,2,0.420166073,0.383417249,0.196416678,0.420166073,low,0.579833927,1,TRUE,
9-poYwCZxDQ,@kirie1st,"jelekk, last upgrade bakal ke 16 pro aja deh abis tu ga akan beli ios lagi",,0,0.420229044,0.420229044,0.182797195,0.396973761,low,0.579770956,0,TRUE,
9-poYwCZxDQ,@megaprayitno-t2p,nunggu harganya turun jadi 10jt baru beli??,,0,0.420270484,0.420270484,0.365361346,0.21436817,low,0.579729516,1,TRUE,
9-poYwCZxDQ,@sayaradika302,warna SAGE .. takut banget typo warna SANGE ??????,,2,0.421039088,0.391601883,0.187359029,0.421039088,low,0.578960912,1,TRUE,
9-poYwCZxDQ,@windaaa1810,"Baru 3 bulan pake 16 base model dan so far suka.<br>Tapi ternyata 17 ada warna Lavender purple, warna kesukaanku?? dan udah 120 hz.<br>Tergoda untuk upgrade huhu",,0,0.421372654,0.421372654,0.232719236,0.34590811,low,0.578627346,2,TRUE,
9-poYwCZxDQ,@velzado7712,kaya orange sony erricson ga sih bang wkwkw,,2,0.423277091,0.302266321,0.274456588,0.423277091,low,0.576722909,1,TRUE,
O2xb1lVqUv4,@SamSuen-f2u,Susah banget pindah dari iPhone,,2,0.4239464,0.385874077,0.190179523,0.4239464,low,0.5760536,2,TRUE,
9-poYwCZxDQ,@ariscukup3524,"katanya awal dari kehancuran apple. baru launching sehari banyak masalh. kamera blkng ngembun, material mudah tergores dll. baca beritanya sih gitu",,2,0.424101613,0.381886533,0.194011854,0.424101613,low,0.575898387,0,TRUE,
9-poYwCZxDQ,@oliverhelds6494,Mirip banget warnany yang orange dengan Tecno phantom x2 pro,,1,0.424905062,0.376766297,0.424905062,0.198328641,low,0.575094938,1,TRUE,
9-poYwCZxDQ,@terawang4429,Wahhh. Bakal rame ni hotel,,2,0.424907894,0.249029325,0.326062781,0.424907894,low,0.575092106,1,TRUE,
9-poYwCZxDQ,@firmanaikatsu-kiwarriors5233,iPhone 17 Series - Akan segera Masuk Resmi ke Pasar Indonesia Pada Awal Bulan Oktober mendatang... <br><br>Dimana Pada Pertengahan Bulan September ini iPhone 17 Series Sudah Bisa Pre-order Sekarang juga sebelum Launching perdana di pasar Indonesia Pada bulan depan nanti! ??????<br><br>Bagaimana Menurut kalian! Apakah Mau Tungguin beli iPhone 17 Series versi Resmi atau Sewa Hotel Terlebih dahulu? ??????,,2,0.424990129,0.367323793,0.207686078,0.424990129,low,0.575009871,2,TRUE,
9-poYwCZxDQ,@tinybytes8346,Udah bosen tiap launching iPhone,,0,0.42502308,0.42502308,0.195340992,0.379635929,low,0.57497692,0,TRUE,
9-poYwCZxDQ,@666-e4s,Fix bakal upgrade sih dari ip14pro,,2,0.425693262,0.386112076,0.188194661,0.425693262,low,0.574306738,2,TRUE,
9-poYwCZxDQ,@SunerihSunerih-p2m,Bea cukai: alamak duit nih ??,,1,0.42575019,0.23454444,0.42575019,0.33970537,low,0.57424981,0,TRUE,
9-poYwCZxDQ,@ridwanvlragarte831,Bagus bang david hp iphone nya keren ????,,2,0.425885179,0.152005331,0.422109489,0.425885179,low,0.574114821,2,TRUE,
9-poYwCZxDQ,@yofaru,Mantap ip beneran bkn cuma kertas brosur doang...??,,2,0.426053203,0.370580373,0.203366424,0.426053203,low,0.573946797,2,TRUE,
9-poYwCZxDQ,@pashaChanel56,iPhone 17 yang paling bagus sih menurut ku,,2,0.426057699,0.391775582,0.182166719,0.426057699,low,0.573942301,2,TRUE,
9-poYwCZxDQ,@icanpedia,Bang aku mau Iphone 17 poco pro,,2,0.426123238,0.192018724,0.381858038,0.426123238,low,0.573876762,0,TRUE,
O2xb1lVqUv4,@indrabayu1798,nanti beli ip 17 promah ...taon 2035 harga murah,,2,0.426620229,0.375660733,0.197719038,0.426620229,low,0.573379771,1,TRUE,
9-poYwCZxDQ,@Manskuykuy,"iphone sudah sampe iphone 17 ?? , gua masih make iphone 7plus ??",,2,0.426814638,0.385737468,0.187447894,0.426814638,low,0.573185362,1,TRUE,
9-poYwCZxDQ,@podcastruanghidup4559,Iphone 17 base model sih,,1,0.427006693,0.149285732,0.427006693,0.423707575,low,0.572993307,2,TRUE,
9-poYwCZxDQ,@muamaryasyidnurrahmat6335,"mungkin emng selera sih menurutku buat ip yang ini, for the first time aku suka desain dan pengen banget punya ip,",,2,0.427897906,0.387375117,0.184726977,0.427897906,low,0.572102094,2,TRUE,
9-poYwCZxDQ,@Csmintoz,Bingung bngt mau pilih iPhone yg mana.. ? <br><br><br><br>Akhirnya  bingung juga duitnya,,1,0.427960377,0.36224209,0.427960377,0.209797534,low,0.572039623,1,TRUE,
9-poYwCZxDQ,@issairma222,"Mau tanya dong, kira kira kalau tahun ini atau tahun depan saya mau beli ip mini itu masih worth it nga ya",,1,0.428135786,0.276413922,0.428135786,0.295450292,low,0.571864214,1,TRUE,
9-poYwCZxDQ,@GazaCeaseFireNow67-24,"Worth it banget di beli sih di akhir tahun. ...............................,....................,.........,.............,.,..,.................................................,,...............,,..............................................................................Akhir tahun 2028",,2,0.428492583,0.307817419,0.263689998,0.428492583,low,0.571507417,2,TRUE,
9-poYwCZxDQ,@rtslhffa-bh8rd,"Review jujur dr gw untuk yg mau beli iPhone di Studio Ponsel Store. Gw udh langganan beli iPad dan iPhone di mereka, hasilnya selalu memuaskan dan terpercaya ??????????????",,2,0.428677422,0.310183078,0.2611395,0.428677422,low,0.571322578,2,TRUE,
9-poYwCZxDQ,@Arya-Ss15,Wes akhirnya iPhone 17 mendarat lagi??,,2,0.428722247,0.359189494,0.212088259,0.428722247,low,0.571277753,2,TRUE,
O2xb1lVqUv4,@Gintama2472,iphone itu Apa???,,0,0.428786645,0.428786645,0.361782462,0.209430893,low,0.571213355,0,TRUE,
9-poYwCZxDQ,@donalddolokdd,PPh sudah di hapuskan??,,1,0.429075124,0.223806983,0.429075124,0.347117894,low,0.570924876,1,TRUE,
9-poYwCZxDQ,@imamsuntoro9681,Studio ponsel keren sih aku juga beli iphone 16promax ke dia,,2,0.429196022,0.389494165,0.181309812,0.429196022,low,0.570803978,2,TRUE,
9-poYwCZxDQ,@coy89,Hp buat yg mau adu gengsi dan yg bingung buat abisin duit ??,,0,0.429535505,0.429535505,0.377312515,0.19315198,low,0.570464495,0,TRUE,
9-poYwCZxDQ,@King_Tian_Trader,"Tampilan belakang nya Kurang menarik, lebih bagus iPhone 16 Pro Max, Terimakasih Sudah Review Oleh Gadgetin. Mantap",,2,0.430105708,0.379192196,0.190702096,0.430105708,low,0.569894292,0,TRUE,
9-poYwCZxDQ,@faqihmirza666,"Belum genap 12 bulan channel ini beli iPhone 16 di Singapur kalo gak salah, eh udah ada yg 17 lagi, salut sih. <br>Tapi sebentar lagi rilis yang seri 18, tapi saya penasaran yang seri 19, dan pengen beli seri 20 aja sebentar lagi.",,1,0.43050016,0.412860055,0.43050016,0.156639785,low,0.56949984,2,TRUE,
9-poYwCZxDQ,@hertzhazquel,"alhamdulillah, kebeli. tecno spark go 2. mirip sama ip 17??",,0,0.430687451,0.430687451,0.232041735,0.337270813,low,0.569312549,0,TRUE,
9-poYwCZxDQ,@ABANGFIAN,"Dari iphone 5 sampai 16 semua aku dah pegang, tapi bukan berarti aku beli., hanya saja aku beruntung. Sebab aku kerja di cellular jari kalau ada user beli I-Phone kdang aku yg layani sampai buat iCloud nya??. Tapi aku sendiri masih pakai android",,2,0.430786379,0.382192822,0.187020799,0.430786379,low,0.569213621,2,TRUE,
9-poYwCZxDQ,@dahmidotcom,"Gopix 5 kayaknya pelopor warna SAGE dan bodynya juga unibody metal + campuran, KLO kata droidlime material KARDUS ??",,2,0.430953171,0.356434911,0.212611917,0.430953171,low,0.569046829,1,TRUE,
9-poYwCZxDQ,@liuswinata360,Mending gausa beli apple lagi lah. Ga worth samsek. Gua aja sudah beralih karna kebanyakan ngikut aje,,0,0.430972363,0.430972363,0.179594137,0.3894335,low,0.569027637,0,TRUE,
9-poYwCZxDQ,@inriyanipalallo1131,Aku TKW Dubai. Udah beli kemarin iPhone 17 pro max. Alhamdulillah  ngejreng banget.... kalo bagus sy pertahankan atau sy ke Huawei lipat...,,2,0.431069964,0.365389252,0.203540784,0.431069964,low,0.568930036,2,TRUE,
9-poYwCZxDQ,@randominded5683,Harganya sudah keterlaluan ??,,0,0.431510307,0.431510307,0.193149095,0.375340598,low,0.568489693,0,TRUE,
9-poYwCZxDQ,@SuperStayyy15,"Nonton sambil makek ip 13, klo ada rejeki lebih semoga bisa kebeli yg ip 17 ajah ud cukup hehehe yg pro ya kurang tertarik soalnya modelnya bagi gw poco banget.",,0,0.431764186,0.431764186,0.300635239,0.267600575,low,0.568235814,0,TRUE,
9-poYwCZxDQ,@2Stroke_Lovetarian,user iPhone 16 pro nyimak,,2,0.43209225,0.374988673,0.192919076,0.43209225,low,0.56790775,1,TRUE,
O2xb1lVqUv4,@michelleyoung9324,"Yg hrs diingat, dimana2 pengamat itu sok jago Dari pemain , xiaomi, vivo, oppo dll mereka punya segudang ahli r n d, semua telah difikirkan dan mereka punya orientasi masing2, GA bisa disama ratakan",,0,0.432683036,0.432683036,0.236916821,0.330400143,low,0.567316964,0,TRUE,
9-poYwCZxDQ,@Nai???,ip 16 pro bakal discontinue ga?,,0,0.433001221,0.433001221,0.180597153,0.386401625,low,0.566998779,1,TRUE,
9-poYwCZxDQ,@Ikaiapparel,"iphone 17 udah keluar, saatnya aku beli iphone 6",,2,0.433229312,0.378783465,0.187987223,0.433229312,low,0.566770688,1,TRUE,
9-poYwCZxDQ,@ibnuardani6086,Baru mau beli Iphone 17 Pro Max jadi ragu. apa ke samsung Galaxy Z Fold7 yaa?,,2,0.433502595,0.196222645,0.37027476,0.433502595,low,0.566497405,0,TRUE,
9-poYwCZxDQ,@zuga8048,bang req kalau di foto ekspresinya beda donk ???? tp komen yg sungguhan plng jelas iphone 17 pro nya warm banget,,1,0.433841435,0.315600786,0.433841435,0.250557779,low,0.566158565,2,TRUE,
9-poYwCZxDQ,@AnggaRamadhan-bc1jy,"sama kita bang,pas awal denger warna sage yg pertama kali muncul difikiran mode sage di naruto??",,1,0.433848448,0.237074373,0.433848448,0.329077179,low,0.566151552,1,TRUE,
9-poYwCZxDQ,@rendysmith9550,120hz Amaze kalo ini tahun 2010,,0,0.433962066,0.433962066,0.205523838,0.360514096,low,0.566037934,0,TRUE,
9-poYwCZxDQ,@GellarGaiden,"Iphone ini kejadianya mirip GTA online, jadi selagi konsumen ngeluarin uang terus gta online ga akan mati mati alias di sodori terus tuh dlc dlc, ya iphone jga kalo ga konsumenya berhenti pake bakal terus tuh iphone ngeluarin dlc dlc tiap taun dengan ngeluarin desain sama ya karena tiap keluar laris terus",,0,0.434539793,0.434539793,0.337664645,0.227795563,low,0.565460207,1,TRUE,
9-poYwCZxDQ,@Ar1ev,Silahkan waktu dan tempat dipersilahkan yg dulu suka bilang 60hz nya iphone tuh beda ??????<br><br>Noh dikasih 120hz ??????,,0,0.434947628,0.434947628,0.199086931,0.365965442,low,0.565052372,0,TRUE,
9-poYwCZxDQ,@ahmadyogi1905,Deep blue gacor keknya,,2,0.435099551,0.244893826,0.320006623,0.435099551,low,0.564900449,2,TRUE,
