video_id,author,comment,label
g_fkq6WHcOs,@sintacassando4710,bang bahas color os dong??,1
g_fkq6WHcOs,@buteearn,lucu bgt casenya??,1
g_fkq6WHcOs,@zaenalboudoin6848,Kapan layar lipatmu fi buat I-Phone.. Jangan cuma ngerubah casing aja,0
g_fkq6WHcOs,@zipoarmando6995,"Dulu pernah mau coba pegang IP. cuma saat itu pinjem untuk test lalu mau di Oprek2, buat nambah2 program yang gak ada. Dan sejak saat itulah sadar, IP bukan buat ku... <br><br>malah kemudian takjub dengan HP china yang bisa di macem2in dan kalau perbaikan &quot;lebih mudah di cari&quot;. <br><br>tapi gak ketinggalan lihat hal baru apa yng IP buat. tapi lama kelamaan malah bertanya2, apa ini baru? perasaan di merek ini sudah ada. disini sudah ada.  <br><br>cuma disisi lain, kalau udh bicara prosesor, chipset masih sangat bersaing. baik di laptop atau di HP.",0
g_fkq6WHcOs,@bobby-z2x5y,"REVIEW 17 PRO MAX DONG, GAK MAU TW HARUS REVIEW ??",1
g_fkq6WHcOs,@R-Unsia,iphone air yg putih sekilas kek hp dummy wkwkwk,1
g_fkq6WHcOs,@felixfredie8963,kok kayak annoy gt sama intonasi suara dia.. pas penutup setiap kalimat.. atau cuma perasaan ku aj?,0
g_fkq6WHcOs,@dimasDDP,??????,2
g_fkq6WHcOs,@andri.21,Okeeeeh tuyul2...,2
g_fkq6WHcOs,@evanoevano7087,keren,2
g_fkq6WHcOs,@narakasura13,15 Pro Max update ios 26 kok cepet boros ama panas ya cover belakang?,0
g_fkq6WHcOs,@arieztpt,"Yang jelas soal desain lebih suka yang dulu, lebih berkarakter ??",0
g_fkq6WHcOs,@AzzamKhalifPutra-u6e,Bang tolong reveiuw meizu 22 dong ??,1
g_fkq6WHcOs,@rijal_krb,Fiturnya itu itu aja gak bnyak perubahan,0
g_fkq6WHcOs,@arifjamal-t4i,lu reviewnya lebay banget malah jatohnya kek ngejelekin iphone sama hal2 gak penting yg gak perlu di bahas sebenarnya,0
g_fkq6WHcOs,@FahriR.,"kok banyak user andro pada koar koar frame iphone pake aluminium ya, dibilangya beli mahal mahal cuman dapet bahan kerupuk. Padahal kan rata rata flagship android pake aluminium juga??",0
g_fkq6WHcOs,@yoora5140,thumbnail pengundang viewers??,0
g_fkq6WHcOs,@azfandi6109,iPhone 16 nya di mahar berapa bang,1
g_fkq6WHcOs,@imamsamsudin3911,Mantap bang top ??,2
g_fkq6WHcOs,@Yannn_viy,Review Xiaomi Pad Mini bang,1
g_fkq6WHcOs,@Berkah_sholawatSholawat,Apple intelligent ??,0
g_fkq6WHcOs,@Nurhayathy,Berapa harganyq,1
g_fkq6WHcOs,@KakashiHatake-tz7zp,bang siap2 adu prosesor terkuat mediatek dimensity 9500 elite gen 5 dl,1
g_fkq6WHcOs,@tegardanawijaya6514,Baru ini liat series ganjil ga bagus biasanya yang ganjil lebih bagus dri yang genap,0
g_fkq6WHcOs,@AprizonHadi-t3i,Baru aja beli 16pm bulan ini masa harus upgrade lagi sih??,1
g_fkq6WHcOs,@aaupie7304,"Versusin sama Xiaomi 17 pro max , bang ??",1
g_fkq6WHcOs,@landakijo588,bang ada info xioami pad 7s pro?,1
g_fkq6WHcOs,@IndonesianFootballCulture45,Gas versusin 15T pro bang,1
g_fkq6WHcOs,@rohiman27,Bang bahas origin os 6 global,1
g_fkq6WHcOs,@arintayasmin0214,"<a href=""https://www.youtube.com/watch?v=g_fkq6WHcOs&amp;t=234"">3:54</a> Mas .. mas .. plis ya jangan light cosplay jadi JerryRigEverything ??",1
g_fkq6WHcOs,@supartavlog,Nadanya kayak bacain spoiler anime??,0
g_fkq6WHcOs,@WayanSuparthanaya,napa casenya ada tulisan POCI bang ??????,1
g_fkq6WHcOs,@she1shu.,ditunggu compare Xiaomi 15&amp;15T Pro nya bang,1
g_fkq6WHcOs,@aminlupy4039,"<a href=""https://www.youtube.com/watch?v=g_fkq6WHcOs&amp;t=39"">0:39</a> sue banget lu bang pake stiker poco ??????",1
g_fkq6WHcOs,@masterpro2206,Komentar di penuhi xiaomi 17 pro max??,1
g_fkq6WHcOs,@sombraaja,"Bang, nanti bahas Xiaomi 17 Pro Max bang",1
g_fkq6WHcOs,@muhzal,sehari bareng yang basic Iphone 17 bang.,1
g_fkq6WHcOs,@Roti3-m7g9b,"moon maap lebih tertarik ke xiaomi 17 pro max, serius itu hype bgt <a href=""UCkszU2WH9gy1mb0dV-11UJg/E8MfY5u7JPSXkNAP95GAmAE""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/ssIfY7OFG5OykQOpn4CQCw""></a>",0
g_fkq6WHcOs,@andilutfi-e9e6i,"bang riview Xiaomi 11 ultra buat tahun 2025 ini bang, Masi wort iy ga di harga 4jt an yg second",1
g_fkq6WHcOs,@shiro_restu6028,Keren banget lu bang bantu iPhone buat ganti kerugian karna launching yang kehilangan ribuan triliun ????,2
g_fkq6WHcOs,@IbrahimSamsudin-s8w6c,CAKEP DARI MANA???<br>BAGI SY LEBIH CAKEP MODEL IPHONE 16.<br>IPHONE 17 = POCO,0
g_fkq6WHcOs,@Ojie-u8p,"Apple menyalin desain Xiaomi, dan Xiaomi menggunakan kembali desain lama untuk memberi tahu Apple.  <b>jika Anda akan menyalin desain saya, saya akan menyalin semua yang Anda miliki dan membuatnya lebih baik</b>",0
g_fkq6WHcOs,@mand3719,iri liat temen bisa hapus orang tanpa mikir hasilnya jelek ??,1
g_fkq6WHcOs,@ilmiturner,Kocak banget yah malah di sengajain pake case yg ada tulisan poco nya ??,1
g_fkq6WHcOs,@MorningGlorry,Nahhh itu yg dari daulu pgn gw bahas dari iphone ini kenapa klw mau pindah lensa harus stop recording depan ke kamera blkg. sedangkan android udah bisa di pause tinggal tap kamera depan ke blkg gmpg. sampe detik ini itu kelemahan ip yg paling gak bisa di trima,0
g_fkq6WHcOs,@Budi-st7qj,"jadi ini yang MAX , beda judul bang",1
g_fkq6WHcOs,@cicarito1273,?????????? ?????????????? ?????????? 17 ?????? ?????? ????,0
g_fkq6WHcOs,@H_Screww432,poco f7 vs xiomi 15t bng.??,1
g_fkq6WHcOs,@goensyah8447,Salfok case??<br>Beli HP mahal2 dikira cuma beli POC????<br>Cocok yg introvert di tongkrongan sih????,0
g_fkq6WHcOs,@redblue_9072,mtap,2
g_fkq6WHcOs,@bimoyudhiono9467,Batu bata ??????,0
g_fkq6WHcOs,@febrijubailsimamoradebatar5281,Bang coba sih buka sih casing nya apa isinya menonjol kek macam Poco itu?,1
g_fkq6WHcOs,@satrio6771,"Bang iPhone 17pro gw kok bluetooth nya ngebug ya,pdhl udh update IOS terbaru <br>Pdhl headphone bluetooth bisa nyambung di pixel gw,,knpa ya??",0
g_fkq6WHcOs,@ahmadmuladi2364,Saya cm suka iPhone 13 Mini pink,1
g_fkq6WHcOs,@muhammadrofimeidisaputra6165,Ko.. Review huawei pura 80 ultra kapan nih ko? ??,1
g_fkq6WHcOs,@awanmukti,Bang xiaomi 17 pro dong,1
g_fkq6WHcOs,@faisaloktapratama3498,Pocong Apel 17 Mek mek,1
g_fkq6WHcOs,@NuraminAmin-k7n,Iphone elek...kbeh modelle meh podo.apek android akeh pilihane werno²,1
g_fkq6WHcOs,@sutiyosumedi6654,Harga tertinggi IP 17 sampai 50jt an anjir,0
g_fkq6WHcOs,@HengkiAva,gua sejak dulu ngak suka sama iphone . . alhamdulilah hp saya sekarang samsung s25 ultra,0
g_fkq6WHcOs,@faizalrn2384,yang base model dong bg,1
g_fkq6WHcOs,@giandranugrahasupriadi9790,"bikin video versus bang, xiaomi 15T pro vs samsung s25fe",1
g_fkq6WHcOs,@ChaoSDeis,Intin6a hp iphone bukan buat kaum mendang mending??,0
g_fkq6WHcOs,@fastfix.indonesia,"ngomong2 ios 26 saya sdh coba ios 26.0.1 di beberapa iphone 13pm, 14p sama 15p (gak tau di model lain) dengan hajar main mech arena sama warzone mobile konsumsi baterai sama panas gak jauh beda, cuma navigasi interface nya aja butuh pembiasaan",1
g_fkq6WHcOs,@hidefromreality3183,Jdi males up ke 17 wkwkw gada kreativ2 nya jir,0
g_fkq6WHcOs,@apeiye,Beli iPhong 17 kontan apa pake KTP bang..?? ????,1
g_fkq6WHcOs,@Aliffathoni_93,apadaya yang cuman bisa beli samsung a55????????,1
g_fkq6WHcOs,@687b5ca6,"Burik sekali zoomnya, dengan harga yg wadidaw ??",0
g_fkq6WHcOs,@dj2-rx,E buset <br>Eh beset??????,1
g_fkq6WHcOs,@mhendrocahyono,Thumbnail nya kok...?,1
g_fkq6WHcOs,@kuramatezikamefu5217,Jauh lebih mending Xiaomi 17 Pro Max kemana-mana lah,0
g_fkq6WHcOs,@hkms8231,Kirain Hp poco,0
g_fkq6WHcOs,@maswaay,"buat promax sih enak gak ada masalah soal baterai karna baterai lumayan agak gede, cuma buat varian regulernya atau iphone seri di bawahnya yg gak promax, duh ampun deh. benci banget sama ini glass. kenapa mereka gak buat fitur buat matiin atau hidupin ini ui glassnya sih -_-&quot;",0
g_fkq6WHcOs,@anam-xc7ow,ngakak liat sticker poconya??,1
g_fkq6WHcOs,@ahmatsulkan9374,Review laptop x2 elite nya dong,1
g_fkq6WHcOs,@vinnavanna4339,oi Effendy temen sekelas g di sanmar! Gemukan u yah setelah menikah.,1
g_fkq6WHcOs,@mnj1902,apple intellijen aib jir wkwkwk,0
g_fkq6WHcOs,@dinirianty9160,Request 17 base model ko sama 16 pro bingung ini??????,1
g_fkq6WHcOs,@JohannesYogaa,gopix ini mah ??,1
g_fkq6WHcOs,@suryadixl9410,di tunggu xiaomi 17 pro max nya,1
g_fkq6WHcOs,@akmalsuleman9817,di tunggu rievew xiaomi 17 pro dan 17 promax nya,1
g_fkq6WHcOs,@Vatican_cameos,"Saya pengguna iPhone dari jaman 6s dan sekarang menggunakan 12PM, itupun hadiah istri karena 6s saya masih layak digunakan setelah 5 tahun. Akhir2 ini setelah update OS, iphone jadi sering ngehang dan lemot. Kualitasnya dah benar2 beda dibanding iphone jadul. Waktunya saya upgrade, ke Android ??",0
g_fkq6WHcOs,@deamateur5299,Agak nyesel sih Switch dr iphone 14 pro ke 17 PM so so gk bgt signifikan kecuali desain.sbnr nya pakai 14pro utk foto &amp; Video ash lbh dr cukup.,0
g_fkq6WHcOs,@ridwan_tricks,"<a href=""https://www.youtube.com/watch?v=g_fkq6WHcOs&amp;t=541"">9:01</a> Wkwkwk di iPhone udah kek jejeran planet di tata surya flarenya??",1
g_fkq6WHcOs,@_I_Havent_Taken_a_Shower_for,"Yg penting jangan gores pakai seng atau titanium, karna akan permanen",1
g_fkq6WHcOs,@ferryhs1505,Kupas tuntas koh ??,1
g_fkq6WHcOs,@wayansumadi-p4x,Desain sangat jelek,0
g_fkq6WHcOs,@bayuaji2769,Stop judol,1
g_fkq6WHcOs,@gaminggratis3651,Lah iPhone 12 PM saya upgrade ke ios 26 malah jadi awet baterenya... Lucu ya wkwk,1
g_fkq6WHcOs,@bayuaji2769,Bang kapan review xiomi 17 pro/proax??,1
g_fkq6WHcOs,@kulinerlaut5233,masih bingung mau ambil varian pro atau tetap berkhayal,1
g_fkq6WHcOs,@Abzent01,kohh pendapat pribadi kalau di bandingin s25u untuk daily use mending mana ya kohh.. thanks kalau mau jawab,1
g_fkq6WHcOs,@painttendo,"Udah gausah ngeributin Apple, Ttp ae kalo orang2 nyari flasghip lari nya pasti antara ke apple atauga samsung?? samsung fitur lebih melimpah ui clear kamera jelas bagus gausah diragukan lagi?? ip hp simple os istimewa kiblat nya para conten creator branding unggul di segala arah simple tapi elegan?? flasghip China cuman jadi opsi ketiga real life nya lebih banyak yg pake IP or Samsung untuk kelas flasghip",1
g_fkq6WHcOs,@arelchannel1442,ada setingannya tuh bang untuk pindahin kamera seperti biasa.soalnya pernah lihat youtuber <br>ain bahas soal ini??,1
g_fkq6WHcOs,@DidiLvVira17,Hp seken Android 1taun aja ga mungkin Goresan kaya gitu ??Bahan Nya jelek nih iPhone 17 pro,0
g_fkq6WHcOs,@nabilarukaruan,gua kurang suka sama modelnya karena biasanya gua kasih vc atau heatsink atau thermal pad suapaya misal dikasi cooler bisa nyampe ke samping kamera (chipset) yg panas. namun 17pro ini sudah ada vc di dalamnya cuman tetap saja menurutku tidak bisa mencapai titik panas pada chipsetnya yaitu samping kamera karena meskipun dikasi cooler tetap berasa panas disamping kameranya. beda dengan 16 pro ketika dikasi heatsink buat nyalurin dingin ke samping kamera efeknya lebih dingin juga.,0
g_fkq6WHcOs,@Andy-tp9nv,"Semua hp awalnya aman, mau lepas anti gores pun bahkan gak dikasih case bakal aman sementara, tapi dalam sebulan atau 1tahun barulah nampak meskipun dijaga kali pun pakai case, bakal berakhir goresan juga. Kecuali hpny dibungkus plastik setiap hari macam zaman covid dulu ?? but as usual, nope buat brand besar yang tidak peduli usernya dan ribet aftersale disini.",0
g_fkq6WHcOs,@alickrr,"Lagian logika juga,,,, dr dlu make iphone 6,7 yg aluminium,,, gak pernah gw kegores2 hape gw,,, bayangin skrg udh selisih 10thun lbih pasti walaupun aluminium pasti udh di tingkatin lah ketahanannya,,,  kecuali emang sengaja di gores2in.",1
g_fkq6WHcOs,@alziimza6388,poco,1
g_fkq6WHcOs,@aboutplacetogo,"Menit <a href=""https://www.youtube.com/watch?v=g_fkq6WHcOs&amp;t=316"">05:16</a> ngebug iOS 26 awokokok bagian bawahnya kok ikutan warna layar home screen  ??",0
g_fkq6WHcOs,@pesrealism,"<a href=""https://www.youtube.com/watch?v=g_fkq6WHcOs&amp;t=282"">4:42</a> POCO ??",1
g_fkq6WHcOs,@MuhamadPawazSH,Judul nya 17 pro tapi isinya 17 pro max??,1
g_fkq6WHcOs,@Bangnanda911,Udah baret aja itu hape bg ??,0
g_fkq6WHcOs,@ybphone1,Bukan cuma gagal di desain tapi gagal di finishing juga ??,0
g_fkq6WHcOs,@yogapurnamika,bang sy menunggu xiaomi 17 series dong hehe,1
g_fkq6WHcOs,@trueprotector6097,Foco phone 17 pro,1
g_fkq6WHcOs,@dmithreegaming1142,Coba test game berat bg katanya ada cooling Chamber yg bisa ngademin,1
g_fkq6WHcOs,@Adicho117,Ko berarti ip 17 pro itu  udh gak pkai glas di bagian  belakang kamera nya,1
g_fkq6WHcOs,@fathurrahman4240,Next yg reguler dong,1
g_fkq6WHcOs,@satujutathislikes3236,gw ngajak tiap mncul ada stiker POCO nya??,1
g_fkq6WHcOs,@shaneas_ali,ga ada yg suka,0
g_fkq6WHcOs,@mfalba986,penjelasanmu enak di dengar dan mudah di mengerti ! sukses selalu,2
g_fkq6WHcOs,@paskalialaylasari,"Bahaya barang ini org miskin sangat terobsesi bahkan makin terobsesi, abis itu sibuk nyari bansos",0
g_fkq6WHcOs,@Lotus.sensei,"Tetap setia pake 16 promax sampai 4 tahun kedepan, kecewa sama desain baru nya mirip poco ?? inovasi si inovasi tapi ya ga gini juga ?? mana balek alumunium frame ?? gada elegant2nya",0
g_fkq6WHcOs,@mohdz-25,Cari saja HP yg sesuai keinginan kamu.,1
g_fkq6WHcOs,@FirzaNuriaditia,Bang bandingin Samsung s24fe sama Xiaomi 15t dong plsssss bimbang aku mau beli yang manaa??,1
g_fkq6WHcOs,@mukhamadwahyudi,Battle iphone 17 promax vs xiomi 17 promax bang ??,1
g_fkq6WHcOs,@mohamadkhoiri8263,Mending hp Oppo Reno 2 bang ...murah enak di pakai dan Ndak rewel,0
g_fkq6WHcOs,@sigitsetiyawan4639,j,1
g_fkq6WHcOs,@rizkygustevan2928,"<a href=""https://www.youtube.com/watch?v=g_fkq6WHcOs&amp;t=271"">4:31</a> kan emang bener kata jerry rig area ini yang bermasalah, selain itu bisa dibersihkan",1
g_fkq6WHcOs,@Opepep969,Di tempelin stiker Poco dong ????,1
g_fkq6WHcOs,@Bros177,Review Xiaomi 17 pro bng,1
g_fkq6WHcOs,@NicoJoshua-k5k,"Gua masih pakai di Iphone 13 aman aja, gk selalu yg baru keluar lebih baik ya??????",1
g_fkq6WHcOs,@Lukasrumlus-r5g,Pocco ganti logo,0
g_fkq6WHcOs,@RahmanHaris-yz5lj,Batu Bata ??,0
g_fkq6WHcOs,@RahmanHaris-yz5lj,Konten abang ini selalu dinanti &amp; Salfok sama tulisan POCO nya ??,1
g_fkq6WHcOs,@dimasr5070,"Waduh sayang bgt itu di bikin scratch bang udah beli mahal2, kl saya sih gk mau disuruh cobain. Apalagi warna deep blue atau warna gelap paling rentan justru ????",0
g_fkq6WHcOs,@dimasr5070,Review iphone 17 base model sama yg Air juga dong ?,1
g_fkq6WHcOs,@adriellkusumapuani-ut3eo,Poco versi mahal??,0
g_fkq6WHcOs,@kenboo14,Waw subs sejak 200 k. Udah 700k. Semoga lekas 1M subs bangg,1
g_fkq6WHcOs,@whoIsZzeynn,Bh turun 1% dalam pemakaian 4 bulan ip 15 normal ga ya bang?,1
g_fkq6WHcOs,@bayusaputra3304,"Thq yaaa review nya, bertahan dulu dengan 16pm.",1
g_fkq6WHcOs,@dhonyspk1983,Kalau kamera Huawei rajanya kalau model Xiaomi 17 pro max juaranya ??,0
g_fkq6WHcOs,@gathering8024,IOS 26 Bar gesture udah sering hilang ya,0
g_fkq6WHcOs,@tanyamasbur,Bang bahas xiaomi 17 reguler dong bang ?? nyari dimana mana ketemunya bahas 17 pro sama 17 pro max ??,1
g_fkq6WHcOs,@prbahagia-ex7ld,"DITUNGGU REVIEW 17 REGULER NYA BANG, LEBIH MENARIK ITU KAYAKNYA??",1
g_fkq6WHcOs,@phisonblackjack7211,Suka reviewnya bner2 langsung to the point langsung,2
g_fkq6WHcOs,@EzarDafaa,Hattters iPhone ya bang,0
g_fkq6WHcOs,@nurhouseofficial,Desain terjelek selama 10 tahun terakhir iPhone ada di ip17 pro /promax ?????? Alhamdulillah stay di ip16pro ??,0
g_fkq6WHcOs,@rekatchannel8813,Iphon very bad,0
g_fkq6WHcOs,@damarriawan2024,Jujur jelek desain hpnya ??,0
g_fkq6WHcOs,@henaka,Sengaja banget thumbnailnya ??,1
g_fkq6WHcOs,@omenxs2361,gores nya kek jerryrighteverything bang,1
g_fkq6WHcOs,@sllpplnjlmmy,"wah udah punya duluan, udah cocok jadi jubir polri koh",1
g_fkq6WHcOs,@alfiangmp2678,Kasih gua bang ??,1
g_fkq6WHcOs,@WitchesCrowd,Yes! kutunggu si Nyonya review ya bang suhu ??,1
g_fkq6WHcOs,@bagus_S22,"Klo goresan sih bisa diakalin pake case biar ga kegores, dan gw tipe orng yg suka ganti&quot; Casing hp biar lebih fresh, justru gw heran kok masih ad orng yg pake hp masih bugil alias ga pake casing ??",1
g_fkq6WHcOs,@waffyarrmusic3265,Yutuber terkeren,2
g_fkq6WHcOs,@Nanaaniaysq,"lihat ini pakai iphone 11?? dan masih sngt ok banget pemakain ya cumn minus batrey saja sih sudh ganti 2X,  <br><br>setelah lihat review ni gk jadi beli deh?? kemahalan juga",0
g_fkq6WHcOs,@maffiachabebawangdoank9909,Poco GT 17 Pro Max Ultra Ultra Plus + + ????????,0
g_fkq6WHcOs,@ahlifa,Dipakein tulisan poco biar gak dipinjam buat foto dan video????,1
g_fkq6WHcOs,@aprizaz1782,Brrti masih jelkkkkkkk ni ip,0
g_fkq6WHcOs,@YonatanChrisdianto,bahas mi 17 pro,1
g_fkq6WHcOs,@aespaRacingTeam,AInya sampah banget ??,0
g_fkq6WHcOs,@dadylex69,Ni baru Komen jujur bro bukan seperti viewer lain banyak hanya Komen yg positif aja msalah tiada lansung Komen negatif sbb takut dikecam apple.,1
g_fkq6WHcOs,@rezhaalfiansyah39,"yang pake 12 pro max jangan dulu up ke ios 26. lemot parah<a href=""UCkszU2WH9gy1mb0dV-11UJg/b8IfY7zOK9iVkNAP_I2A-AY""></a>",0
g_fkq6WHcOs,@andygarrix3515,"Sebelum di rilis pasti di hujat,kalo sudah rilis pasti di idam2kan",1
g_fkq6WHcOs,@Ohaiyo_Ohaiyo,"Next pakai iphone 17pro 6bln, 1th??",1
g_fkq6WHcOs,@erickidabagus4255,Pixel 10 pro nya mana?,1
g_fkq6WHcOs,@MrJoeMarc,"Sorry to say, 16 Pro Max lebih cantik dan premium dari 17 Pro Max yang keliatan murahan banget ?? Biasanya kalo iPhone mau release aku pasti excited mau nunggu, tapi tahun ini tidak ?? Iphone 17 base model lebih cakep tahun ini",0
g_fkq6WHcOs,@3Fisher3Man3,berasa kembali ke zaman batu purbakala melihat iphone 17 series setelah melihat xiaomi 17 pro &amp; xiaomi 17 pro max ??,0
g_fkq6WHcOs,@IMadeWahyudiAnantha,Ko nnti ompare ip 17 vs xiaomi 17,1
g_fkq6WHcOs,@teguhprabowo8382,"Kyknya ada acara di waikoloa, kona ya om?",1
g_fkq6WHcOs,@mmmaxn,Enak s25 ultra,0
g_fkq6WHcOs,@AkunBucin-vo9bz,Lumayan cakep kalo gak pake case. Kalo pake case langsung keliatan poconya. ?? Harus pake case yg mewah kalo mau iPhone nya jadi kelihatan mewah. Kalo case plastik yaa Poco tapi pake os ios. Wkwk,1
g_fkq6WHcOs,@arufikun8601,"jujur, gue ga sabar mau beli iphone 17 regular. Hampir semua fitur pro ada di regular dengan harga lebih murah.",2
g_fkq6WHcOs,@Ponirin88,"<a href=""https://www.youtube.com/watch?v=g_fkq6WHcOs&amp;t=282"">4:42</a>  baang, udah baaaaanggg. ??",1
g_fkq6WHcOs,@aiksim,Bang bahas tab lagi dong,1
g_fkq6WHcOs,@pdrflasher7145,Cenel yg di tunggu komper sama xiaomi,1
g_fkq6WHcOs,@Irwankunkun,Lengkap explore siri,2
g_fkq6WHcOs,@DaffaRaja-v1w,"Bang tolong bahas dan review oppo a6 pro 5g dong, pleasee",1
g_fkq6WHcOs,@rejaajaa,17 base model ko,1
g_fkq6WHcOs,@askia_as,Sebagai penggunaan android setia   sangat ngikutin poco,1
g_fkq6WHcOs,@DWGadgets,review 12 hari paling lengkap! 1 tahun kedepan pembahasanya bakal seputar ini2 aja gak si! makasih dah cover semuanya bang,2
g_fkq6WHcOs,@vluer7838,Apakah bisa bopeng bopeng padahal di pakein case ???,0
g_fkq6WHcOs,@gufranhamal,Tetap bertahan di 15 PM dan Zfold 6 adalah pilihan terbaik saya. Melihat bentuk dan fitur di 17 series gak ada alasan utk ganti.,0
g_fkq6WHcOs,@LiongChen-n2o,"Sangat cocok anda bahas iphone 17 pro max ini,karena sama sama cupu....???????? cocok nya harga iphone ini di bandrol 2 jutaan ...",1
g_fkq6WHcOs,@bolonebandar968,Bahas huawei 80 pura ultra bang,1
g_fkq6WHcOs,@Agelfunboywormhead,bang tolong nextime buat video compair  fitur AI di iphone 17 series vs flagship android kaya samsung s25. buat bukti ke para apple fanboy betapa ampasnya!! muksud gw betapa bagusnya apple intelligence??,0
g_fkq6WHcOs,@faqih_cobain,tetep enak warna so orange nya pixel wkwk,1
g_fkq6WHcOs,@dewamabok3004,Njir case POCO,1
g_fkq6WHcOs,@kustyawan,Di IP 15PM emang boros beud iOS 26 ini,0
